movie,chapter,character,listener,dialog
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All,Dementors are irrelevant!
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All,"Well, yes, if he's telling the truth!"
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All,"Very well, all for clearing the accused of charges?"
Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,All,All opposed?
Harry Potter and the Order of the Phoenix,The Hearing,Albus Dumbledore,All,Excellent.
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,Harry Potter,"Harry, you've been let off! That's wonderful!"
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,Harry Potter,You were tried by the full court?
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Arthur Weasley,"I think so, yeah."
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Arthur Weasley,Er...is Percy mad at you?
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,Harry Potter,"Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left."
Harry Potter and the Order of the Phoenix,The Originals,Lucius Malfoy,Harry Potter,"Well, well, if it isn't Patronus Potter."
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Lucius Malfoy,What are you doing here?
Harry Potter and the Order of the Phoenix,The Originals,Lucius Malfoy,Harry Potter,"Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours."
Harry Potter and the Order of the Phoenix,The Originals,Lucius Malfoy,Harry Potter,Shall we continue this in your
Harry Potter and the Order of the Phoenix,The Originals,Cornelius Fudge,Lucius Malfoy,Certainly.
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Cornelius Fudge,"If he wanted to talk to the Minister, why down here?"
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,Harry Potter,"Dunno, Harry. Some things are just beyond comprehension."
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Fred Weasley, George Weasley","Settle down, you three!"
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,Sirius Black,"Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?"
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Arthur Weasley,"Yeah, absolutely."
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,Sirius Black,"Well, I'd better be off. I've got a bewitched vomiting toilet to deal with."
Harry Potter and the Order of the Phoenix,The Originals,Fred Weasley,George Weasley,"George, remember that concept. Vomiting Toilet."
Harry Potter and the Order of the Phoenix,The Originals,George Weasley,Fred Weasley,"Right you are, Fred."
Harry Potter and the Order of the Phoenix,The Originals,Arthur Weasley,"Fred Weasley, George Weasley","Also, I'm covering for Tonks on guard duty later tonight, so I won't be back until late."
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,Harry!
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"You all right, Harry?"
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Sirius Black,Yeah...just...my scar...the pain is getting stronger.
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"Harry, I've got something that might interest you."
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,This was the original Order of the Phoenix. Found it while we were cleaning.
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"There's Mad-eye and Dumbledore, right next to Dedalus Diggle; Marlene McKinnon, she was killed two weeks after this was taken...;"
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"then there's Frank and Alice Longbottom, tortured into insanity by Death Eaters; Lupin, of course.."
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Sirius Black,My parents.
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Sirius Black,"I miss them, Sirius..."
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"I know, Harry, I know. I miss them too."
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,It's not fair that I got to spend so much time with them and you didn't...
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Sirius Black,"Why'd they have to die, Sirius, why?"
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"I know I'm not your father, Harry, but I'll always be there for you, if I can help it..."
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Sirius Black,Thanks.
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"Kreacher, get out of here! Now!"
Harry Potter and the Order of the Phoenix,The Originals,Kreacher,"Harry Potter, Sirius Black","Oh, how the old Mistress would weep to see the traitor in her house..."
Harry Potter and the Order of the Phoenix,The Originals,Harry Potter,Harry Potter,Who..who was that?
Harry Potter and the Order of the Phoenix,The Originals,Sirius Black,Harry Potter,"Kreacher. He's been alone with the house for years, he's gone a bit funny."
Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,Luna Lovegood,"Harry, Ron and I, we've been named House Prefects! She hands Harry a letter."
Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,Harry Potter,"What about you, Harry?"
Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,Harry Potter,Are you sure? I would have thought you would get one!
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,Hermione Granger,I'm sure. Nothing.
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Ron Weasley, Hermione Granger","So...congratulations Ron, Hermione..."
Harry Potter and the Order of the Phoenix,Luna Lovegood,Ron Weasley,"Harry Potter, Hermione Granger","Come on, lets go back downstairs!"
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Harry Potter, Hermione Granger","Yes, do go enjoy yourselves."
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Harry Potter, Hermione Granger",What is that?
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,"Harry Potter, Hermione Granger","Yes it is, it's right there!"
Harry Potter and the Order of the Phoenix,Luna Lovegood,Luna Lovegood,Harry Potter,"I see them too, Harry."
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,Luna Lovegood,Er...you are?
Harry Potter and the Order of the Phoenix,Luna Lovegood,Luna Lovegood,Harry Potter,Luna. Luna Lovegood.
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,Luna Lovegood,"Well, thanks Luna."
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,Luna Lovegood,Hagrid's cabin looks deserted.
Harry Potter and the Order of the Phoenix,Luna Lovegood,Hermione Granger,Harry Potter,I hope he's all right...
Harry Potter and the Order of the Phoenix,Luna Lovegood,Ron Weasley,Harry Potter,What if he were still on his...
Harry Potter and the Order of the Phoenix,Luna Lovegood,Ron Weasley,Harry Potter,What if he's still on his mission from Dumbledore?
Harry Potter and the Order of the Phoenix,Luna Lovegood,Harry Potter,Luna Lovegood,"Yeah, could be."
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,All,"I beg a few moments of your attention, as I have a few start of term announcements. Right off, our caretaker, the good Mr. Filch, has reminded me for what he says is the four-hundred and sixty-second time that he had an annually updated list of various banned items, usually introduced by our humour experts Fred and George Weasley..."
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,All,... which are posted in an extensive list on the door to Mr. Filch's door.
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,All,"Also, we have two staffing changes this year. Professor Grubby-Plank will be taking the post of Care of Magical Creatures post as Professor Hagrid is on...extended leave."
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Albus Dumbledore,All,"Additionally, we have Professor Umbridge, who has kindly agreed to fill the post of Defense Against the Dark Arts-"
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Dolores Umbridge,All,"Hem, hem, Headmaster, if I could address the school?"
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Dolores Umbridge,All,"Thank you, Headmaster. Now, how are we all doing tonight? I thought I would just say a few words. I am here at the Ministry of Magic's bequest, under Educational Decree twenty-two, which states that if the Headmaster of Hogwarts is unable to fill any teaching post the Ministry shall select one for the position."
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Dean Thomas,Seamus Finnigan,"So why didn't your mum want you to come back to Hogwarts, Seamus?"
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Seamus Finnigan,What?
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Seamus Finnigan,Harry Potter,Me mam didn't want me to come back to Hogwarts...
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Seamus Finnigan,Why?
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Seamus Finnigan,Harry Potter,Well...because of you...
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Seamus Finnigan,What did I do?
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Seamus Finnigan,Harry Potter,"She...well, she figure's you're, well...you're lying about You-Know- Who and Dumbledore's a right nutter..."
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Seamus Finnigan,Where'd she get that from?
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Seamus Finnigan,"No one believes me, Hedwig. No one..."
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",Harry Potter,Harry Potter,I'm alone...
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Dolores Umbridge,"Sorry, Professor..."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,"Hmm, let's see, five points from Gryffindor for coming in late."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,"Now, as I was saying before Mr. Potter interrupted with his antics, your Defense Against the Dark Arts education has been rather fragmented and disjointed in your past classes, hasn't it?"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,"I will be following a pre-approved Ministry-prepared, theory-centered Defense lesson plan."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,Copy this down.
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,Yes?
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,Dolores Umbridge,I wanted to know something about your course aims.
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Hermione Granger,"Well, they should be perfectly self- evident."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,Dolores Umbridge,But surely the whole point of Defense against the dark arts is practical application?
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Dolores Umbridge,"Miss Granger, this class has been approved by Ministry experts. Are you a Ministry Expert?"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,Dolores Umbridge,"No, but-"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Dolores Umbridge,"Then you have no business challenging those who are. We will be learning about spells in a safe, risk-free environment-"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,Dolores Umbridge,But we've got O.W.L.s coming up! You expect us to do the spells with no practice?
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Dolores Umbridge,What good's theory in the real world?
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Dolores Umbridge,What about Lord Voldemort?
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,"Ten points from Gryffindor, Mr. Potter. Let me set the record straight."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,Some of you have been told that a certain dead wizard has returned. This is a lie.
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Dolores Umbridge,It-is-NOT-a-LIE!
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,"Mr. Potter, you have just landed yourself in detention!"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Dolores Umbridge,"So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,The boy's death was a tragic accident.
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Dolores Umbridge,It was MURDER! I saw it happen!
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,"Mr Potter, you have earned yourself a week's worth of detentions!"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Dolores Umbridge,"Yeah, talk to somebody who cares."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Dolores Umbridge,Harry Potter,"That goes to Professor McGonagall, dear."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Minerva McGonagall,Yeah. But she called me a liar!
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Minerva McGonagall,"Yes, Professor."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Minerva McGonagall,Harry Potter,Good. Off you go.
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,"Ron Weasley, Harry Potter",How can Dumbledore let that horrible woman teach? And when we're taking our OWL tests too!
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Ron Weasley,"Hermione Granger, Harry Potter",You reckon she's here to spy on us?
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,"Ron Weasley, Harry Potter","Well, not us specifically, but definitely Dumbledore and the Order."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,"Ron Weasley, Hermione Granger",Oh! Sorry...
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Angelina Johnson,Harry Potter,"Yeah, well, you're going to have to get out of it somehow. We're holding tryouts for Keeper now Wood's gone, and I wanted to have the whole team there."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Angelina Johnson,"I'll never get out of it, Angelina."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Angelina Johnson,Harry Potter,"Well, just...don't do it again!"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Ron Weasley,Harry Potter,"Well, Harry, shall we start on Snape's report?"
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Ron Weasley,"Later, I've got detention."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Hermione Granger,,"Good luck, Harry."
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,Harry Potter,Hermione Granger,Thanks.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Harry Potter,"Ah, Potter. Sit down."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Harry Potter,"You're going to be doing lines, tonight, Mr. Potter, and you'll be using this quill."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Harry Potter,"You will write ""I will not tell lies"" until I tell you to stop. Understand?"
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,Dolores Umbridge,There's no ink.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Harry Potter,Oh...you won't need ink.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Harry Potter,"Problem, Potter?"
Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Harry Potter,"That's enough for this evening. Same time, tomorrow, and we'll see if we can get the message to sink in a bit deeper."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,"Hey, Harry."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,Have you seen Ron? I can't find him anywhere.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,Hermione Granger,"No, I haven't."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,He's been acting fishy all week. He's up to something.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,Harry Potter,"That's enough for tonight, Potter. Let's see that hand."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,Harry Potter,Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!
Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,Harry Potter,Harry--bloody hell!
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,He's got to be taken to the hospital wing.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,Harry Potter,You said she was making you do lines!
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger",She is. But the quill has some sort of spell on it. It uses blood for ink.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,That old hag! She's sick!
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger","No, I'm telling anyone."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,"Harry, I really think you should tell--"
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger",No!
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger",I don't need his help. I don't need anyone's help.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,Hagrid's still not back yet. I hope he's all right.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger",I've asked Sirius about it.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,"Harry, you can't write to him! Owls are being intercepted, it isn't safe."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger","Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,Harry Potter,Always knew she was a bit fishy.
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,You think she's working for You- Know-Who?
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger","Well, it's a possibility, isn't it?"
Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Harry Potter,"I suppose so. He could have her under the Imperious Curse, though it's unlikely. Dumbledore'd know."
Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Ron Weasley, Hermione Granger","Yeah, but Dumbledore didn't have a choice, did he? She'd been sent here by the Ministry."
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,Greetings my children. I sense even now that many of you have already made the transition into the beyond!
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,Today we will be continuing our interpretation of prophetic dreams. Please divide into your groups and discuss your recent night time visions using the text as a guide.
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Sybill Trelawney,And how long have you been at this post?
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Sybill Trelawney,I understand you are the descendent of the famous Seer Cassandra Trelawney?
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,I am.
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Sybill Trelawney,And you are the first since Cassandra to have the Second Sight?
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,These things tend to skip...several...generations.
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Sybill Trelawney,Of course.
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Sybill Trelawney,"Now, if you would kindly make a prediction for me?"
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Sybill Trelawney,The Inner Eye does not See upon command!
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,"My dear boy, your dream diary, if you please!"
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,My dear boy! My poor boy! These dreams are evil portends!
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,"Yes, yes, oatmeal! Are you telling me you cannot see the signs? The foretelling of suffering and death?"
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Harry Potter,,Er...
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Dolores Umbridge,Perhaps you are not as in the beyond as the others.
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Sybill Trelawney,"Well, if that's the best you can do, Professor, I will be going."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Hermione Granger,"Where are we going, Hermione?"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,There we are.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,Hermione Granger,"""The Hog's Head,"" Hermione?"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"Come on, I'll explain in a minute."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Hermione Granger,"Hermione, what's going on?"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,These are some people I mentioned my Defense Against the Dark Arts idea with.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Hermione Granger,You mean about us teaching ourselves?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Neville Longbottom,Harry Potter,"Hey, Harry."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Neville Longbottom,"Hey, Neville."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Luna Lovegood,"Uh...same to you, Luna."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Fred Weasley,Harry Potter,"Hear, hear!"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"Obviously, this will help us pass our O.W.L.s, but more importantly, it gives us the ability to protect ourselves from...Lord Voldemort. Several people jump or wince in fear at the name."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Hermione Granger,That's the first time you've said his name.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Zacharias Smith,Harry Potter,How do we know You-Know-Who's really back?
Harry Potter and the Order of the Phoenix,In the Hog's Head,George Weasley,Harry Potter,Dumbledore believes he is.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Justin Finch-Fletchley,Harry Potter,You mean Dumbledore believes him.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"That's true, but I think we're drifting from the purpose--"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Hermione Granger,"It's okay, Hermione."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,All,I believe Voldemort's back because I fought him last year. Dumbledore's already told the school that. If you didn't believe him you won't believe anyone.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"Well...anyway...uh, I think that in order to learn properly we'll need a teacher."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Neville Longbottom,Harry Potter,But we're all students. None of us has the experience to--
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ginny Weasley,Harry Potter,Someone here does. Everyone looks at her. She is staring directly at Harry.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Ginny Weasley,Me?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Michael Corner,Harry Potter,I for one would like to know why Potter's qualified and the rest of us aren't.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Susan Bones,Harry Potter,One of the portraits said you'd killed a Basilisk in the Chamber of Secrets with that sword in Dumbledore's office.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Susan Bones,"Uh...well, yeah, I did."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Lee Jordan,Harry Potter,"Blimey, Harry..."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Lavander Brown,Harry Potter,Wow...
Harry Potter and the Order of the Phoenix,In the Hog's Head,Fred Weasley,Harry Potter,Can't forget that he saved the Sorcerer's Stone from You-Know-Who in his first year.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Cho Chang,Harry Potter,And last year he got through the Triwizard Tournament!
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,Harry Potter,Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ginny Weasley,Harry Potter,And you fought off those dementors that attacked you this summer.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,So all in favor of taking lessons from Harry?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,Where are we going to meet?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Neville Longbottom,Harry Potter,What about an unused classroom?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Neville Longbottom,That might work. I'll look into that.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"Ok, good."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"I think we should put our names down, so we know who was here."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ernest Macmillan,Harry Potter,"I don't know...if it were found...I mean, Umbridge wouldn't like what we're doing..."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Ernest Macmillan,"Honestly, Ernie, do you think I'd just leave it lying around? Besides, its enchanted."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,All,"Also, what should we call ourselves?"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,All,What about the Anti-Unbridhe League?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ginny Weasley,All,I think it should be Dumbledore's Army. There is excited agreement. Harry smiles at her.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,All,We'll let you know when we're going
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,All,I think that went well.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,All,Yeah.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"And did you see Cho, Harry?"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"Well, she couldn't keep her eyes off you, could she?!"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,Harry Potter,"Harry, you won't believe...that Umbridge woman...this is too much!!"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Angelina Johnson,What's she done now?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,Harry Potter,Follow me.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Angelina Johnson,"""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately."""
Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,Harry Potter,She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it.
